netflix_id,title,image,rating,url,content_type,show_type,season_number,year,tv_rating,description,genre,cast,director,duration,language,Awards,updated_db,item_category
60001823,Save the Last Dance (2001),,"6.1/10
",https://www.netflix.com/title/60001823,,,,,,"When an aspiring ballet dancer moves to the South Side of Chicago, she finds a connection to hip-hop and a young man with all the right moves.","Drama, Music, Romance","Julia Stiles, Sean Patrick Thomas, Kerry Washington",Thomas Carter,"112 min / 1h 52m
",English,6 wins & 8 nominations,"Jan 25, 2023",What’s New on Netflix
60002835,Tucker: The Man and His Dream (1988),,6.9/10,https://www.netflix.com/title/60002835,Recommended,,,,,"Following World War II, Preston Tucker dreams of developing a more stylish car. But Tucker faces roadblocks -- mainly from the auto industry itself.","Biography, Comedy, Drama","Jeff Bridges, Joan Allen, Martin Landau",Francis Ford Coppola,"110 min / 1h 50m
",English,Nominated for 3 Oscars. 8 wins & 9 nominations total,"Jan 25, 2023",What’s New on Netflix
60002902,Little Nicky (2000),,5.3/10,https://www.netflix.com/title/60002902,,,,,,"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power.","Comedy, Fantasy","Adam Sandler, Patricia Arquette, Harvey Keitel",Steven Brill,"90 min / 1h 30m
",English,1 win & 12 nominations,"Jan 25, 2023",What’s New on Netflix
60003116,Chocolat (2000),,7.3/10,https://www.netflix.com/title/60003116,,,,,,"Prim French villagers look askance at single mom Vianne and her new chocolate shop, but her confections soon stir their taste buds -- and their passions.","Drama, Romance","Juliette Binoche, Johnny Depp, Judi Dench",Lasse Hallström,"121 mins / 2h 1m
",English,Nominated for 5 Oscars. 7 wins & 36 nominations total,"Jan 25, 2023",What’s New on Netflix
60003388,Snatch (2000),,8.3/10,https://www.netflix.com/title/60003388,Recommended,,,,,Two boxing promoters inadvertently get roped into a diamond heist when a gangster with an 84-carat gem and a gambling problem arrives in London.,"Comedy, Crime","Jason Statham, Brad Pitt, Stephen Graham",Guy Ritchie,"102 min / 1h 42m
",English,4 wins & 7 nominations,"Jan 25, 2023",What’s New on Netflix
60003509,Miss Congeniality (2000),,6.3/10,https://www.netflix.com/title/60003509,,,,,,Uncouth and unfashionable FBI agent Gracie Hart goes undercover as a contestant in the Miss United States beauty pageant to thwart a terrorist threat.,"Action, Comedy, Crime","Sandra Bullock, Michael Caine, Benjamin Bratt",Donald Petrie,"109 min / 1h 49m
",English,7 wins & 8 nominations,"Jan 25, 2023",What’s New on Netflix
60004481,Spider-Man (2002),,7.4/10,https://www.netflix.com/title/60004481,Recommended,,,,,"After getting bitten by a genetically enhanced spider, shy teen Peter Parker uses his newfound superpowers to fight injustice and battle a vengeful supervillain.","Action, Adventure, Sci-Fi","Tobey Maguire, Kirsten Dunst, Willem Dafoe",Sam Raimi,"121 min / 2h 1m
",English,Nominated for 2 Oscars. 16 wins & 63 nominations total,"Jan 25, 2023",What’s New on Netflix
60010235,City Slickers (1991),,6.8/10,https://www.netflix.com/title/60010235,Recommended,,,,,"Three buddies facing midlife crises sign up for a Colorado cattle drive, where a skeptical trail boss aims to turn them into cowboys.","Comedy, Western","Billy Crystal, Jack Palance, Daniel Stern",Ron Underwood,"113 min / 1h 53m
",English,Won 1 Oscar. 8 wins & 7 nominations total,"Jan 25, 2023",What’s New on Netflix
60010836,Rocky III (1982),,6.8/10,https://www.netflix.com/title/60010836,,,,,,"After taking a beating from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.","Drama, Sport","Sylvester Stallone, Talia Shire, Burt Young",Sylvester Stallone,"99 min / 1h 39m
",English,Nominated for 1 Oscar. 3 wins & 8 nominations total,"Jan 25, 2023",What’s New on Netflix
60011284,The Other Side of the Mountain (1975),,"6.4/10
",https://www.netflix.com/title/60011284,,,,,,Skiing champion Jill Kinmont's life takes a tragic turn when she suffers an accident that leaves her paralyzed from the neck down. Based on a true story.,"Biography, Drama, Romance","Marilyn Hassett, Beau Bridges, Belinda Montgomery",Larry Peerce,"102 min / 1h 42m
",English,Nominated for 1 Oscar. 1 win & 4 nominations total,"Jan 25, 2023",What’s New on Netflix
60011597,Wyatt Earp (1994),,6.7/10,https://www.netflix.com/title/60011597,,,,,,"Wyatt Earp transforms into a legendary lawman over a lifetime of love, death and familial duty, culminating in a fiery showdown at the OK Corral.","Action, Adventure, Biography","Kevin Costner, Dennis Quaid, Gene Hackman",Lawrence Kasdan,"191 min / 3h 11m
",English,Nominated for 1 Oscar. 3 wins & 7 nominations total,"Jan 25, 2023",What’s New on Netflix
60020602,Point Break (1991),,7.2/10,https://www.netflix.com/title/60020602,,,,,,"An FBI agent infiltrates a band of surfers who are behind a string of heists. As he gains their trust, he gets swept up in their seductive lifestyle.","Action, Crime, Thriller","Patrick Swayze, Keanu Reeves, Gary Busey",Kathryn Bigelow,"122 min / 2h 2m
",English,1 win & 2 nominations,"Jan 25, 2023",What’s New on Netflix
60020626,A Knight's Tale (2001),,6.9/10,https://www.netflix.com/title/60020626,,,,,,"After a young squire finds a way to pass himself off as a bona fide knight, he becomes a jousting champion while romancing an admiring princess.","Action, Adventure, Romance","Heath Ledger, Mark Addy, Rufus Sewell",Brian Helgeland,"132 min / 2h 12m
",English,4 wins & 13 nominations,"Jan 25, 2023",What’s New on Netflix
60020686,Shrek (2001),,7.9/10,https://www.netflix.com/title/60020686,Recommended,,,,,"On a mission to retrieve a princess from a fire-breathing dragon, gruff ogre Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","Animation, Adventure, Comedy","Mike Myers, Eddie Murphy, Cameron Diaz","Andrew Adamson, Vicky Jenson","90 min / 1h 30m
",English,Won 1 Oscar. 40 wins & 60 nominations total,"Jan 25, 2023",What’s New on Netflix
60020801,Rush Hour 2 (2001),,6.6/10,https://www.netflix.com/title/60020801,,,,,,"When the U.S. Embassy in Hong Kong is bombed, Inspector Lee and a vacationing Detective Carter team up against an international crime syndicate.","Action, Comedy, Crime","Jackie Chan, Chris Tucker, John Lone",Brett Ratner,"90 min / 1h 30m
",English,10 wins & 22 nominations,"Jan 25, 2023",What’s New on Netflix
60020823,Scooby-Doo (2002),,5.2/10,https://www.netflix.com/title/60020823,,,,,,"Scoob and the gang face a new mystery when they're lured to Spooky Island, where a sinister force is brainwashing partying college kids into a dark cult.","Adventure, Comedy, Family","Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar",Raja Gosnell,"86 min / 1h 26m
",English,5 wins & 14 nominations,"Jan 25, 2023",What’s New on Netflix
60020825,John Q (2002),,7.0/10,https://www.netflix.com/title/60020825,,,,,,"Unable to pay for his son's life-saving heart transplant, a desperate man holds a hospital ER hostage to force doctors to perform the surgery.","Crime, Drama, Thriller","Denzel Washington, Robert Duvall, Gabriela Oltean",Nick Cassavetes,"116 min / 1h 56m
",English,2 wins & 8 nominations,"Jan 25, 2023",What’s New on Netflix
60020891,Blow (2001),,7.5/10,https://www.netflix.com/title/60020891,,,,,,"Amid the violent, decadent drug trade of the 1970s, small-time smuggler George Jung rises to become one of Pablo Escobar's biggest traffickers.","Biography, Crime, Drama","Johnny Depp, Penélope Cruz, Franka Potente",Ted Demme,"124 min / 2h 4m
",English,3 wins & 9 nominations,"Jan 25, 2023",What’s New on Netflix
60020896,3 Ninjas: Kick Back (1994),,4.6/10,https://www.netflix.com/title/60020896,,,,,,"When thieves try to steal an ancient dagger from their grandfather, three young brothers trained as ninjas head to Japan and land in martial arts mayhem.","Action, Comedy, Family","Victor Wong, Max Elliott Slade, Sean Fox",Charles T. Kanganis,"93 min / 1h 33m
",English,3 nominations,"Jan 25, 2023",What’s New on Netflix
60020994,Rat Race (2001),,6.4/10,https://www.netflix.com/title/60020994,,,,,,"Chosen at random by an eccentric billionaire, six strangers race from Las Vegas to Silver City, New Mexico, in a mad dash for $2 million in cash.","Action, Adventure, Comedy","Breckin Meyer, Amy Smart, Whoopi Goldberg",Jerry Zucker,"2 min
",English,3 nominations,"Jan 25, 2023",What’s New on Netflix
60021085,Play Misty for Me (1971),,6.9/10,https://www.netflix.com/title/60021085,,,,,,A radio DJ's brief fling with a woman who makes a nightly song request threatens to destroy his career and life when she turns alarmingly possessive.,"Drama, Thriller","Clint Eastwood, Jessica Walter, Donna Mills",Clint Eastwood,"102 min / 1h 42m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
60021234,Training Day (2001),,7.7/10,https://www.netflix.com/title/60021234,,,,,,A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,"Action, Crime, Drama","Denzel Washington, Ethan Hawke, Scott Glenn",Antoine Fuqua,"122 min / 2h 2m
",English,Won 1 Oscar. 18 wins & 23 nominations total,"Jan 25, 2023",What’s New on Netflix
60021242,Zoolander (2001),,6.5/10,https://www.netflix.com/title/60021242,,,,,,"Really, really ridiculously good-looking male model Derek Zoolander and his perfect bone structure become unwitting pawns in a deadly fashion conspiracy.",Comedy,"Ben Stiller, Owen Wilson, Christine Taylor",Ben Stiller,"90 min / 1h 30m
",English,1 win & 11 nominations,"Jan 25, 2023",What’s New on Netflix
60021525,Dil Chahta Hai (2001),,"8.1/10
",https://www.netflix.com/title/60021525,,,,,,"Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them -- until they each fall in love.","Comedy, Drama, Romance","Aamir Khan, Saif Ali Khan, Akshaye Khanna",Farhan Akhtar,"183 min / 3h 3m
",Hindi,28 wins & 42 nominations,"Jan 25, 2023",What’s New on Netflix
60021758,Asoka (2001),,"6.4/10
",https://www.netflix.com/title/60021758,,,,,,This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.,"Action, Biography, Drama","Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa",Santosh Sivan,"168 mins / 2h 48m
",Hindi,3 wins & 22 nominations,"Jan 25, 2023",What’s New on Netflix
60021783,Ocean's Twelve (2004),,7.7/10,https://www.netflix.com/title/60021783,,,,,,"Fresh out of prison, debonair thief Danny Ocean assembles a crew of specialists to pull off an elaborate heist of three Las Vegas casinos.","Crime, Thriller","George Clooney, Brad Pitt, Julia Roberts",Steven Soderbergh,"116 min / 1h 56m
",English,4 wins & 20 nominations,"Jan 25, 2023",What’s New on Netflix
60022059,National Security (2003),,5.6/10,https://www.netflix.com/title/60022059,,,,,,Two mismatched security guards -- a former cop and a police academy washout -- find themselves working together to bust a smuggling ring.,"Action, Comedy, Crime","Martin Lawrence, Steve Zahn, Colm Feore",Dennis Dugan,"88 min / 1h 28m
",English,,"Jan 25, 2023",What’s New on Netflix
60022298,National Lampoon's Vacation (1983),,6.2/10,https://www.netflix.com/title/60022298,,,,,,"The Griswolds heads for Europe, and it's the usual comedy of errors as bumbling dad Clark attempts to herd his family through a foreign land.","Adventure, Comedy","Chevy Chase, Beverly D'Angelo, Dana Hill",Amy Heckerling,"93 mins / 1h 33m
",English,1 win & 1 nomination,"Jan 25, 2023",What’s New on Netflix
60022705,Resident Evil (2002),,6.6/10,https://www.netflix.com/title/60022705,,,,,,"After researchers turn into zombies in a secret lab, the government sends in an elite task force to contain the outbreak.","Action, Horror, Sci-Fi","Milla Jovovich, Michelle Rodriguez, Ryan McCluskey",Paul W.S. Anderson,"100 min / 1h 40m
",English,7 nominations,"Jan 25, 2023",What’s New on Netflix
60022707,Blade II (2002),,6.7/10,https://www.netflix.com/title/60022707,Recommended,,,,,"After searching for an old friend, Blade forms an alliance with his adversaries to fight a deadlier threat that threatens both vampires and humankind.","Action, Horror, Sci-Fi","Wesley Snipes, Kris Kristofferson, Ron Perlman",Guillermo del Toro,"117 min / 1h 57m
",English,6 wins & 10 nominations,"Jan 25, 2023",What’s New on Netflix
60022922,Jerry Maguire (1996),,7.3/10,https://www.netflix.com/title/60022922,,,,,,"Exhausted by the cynicism of his job, sports agent Jerry Maguire starts over with just one loyal client, finding love and a new outlook along the way.","Comedy, Drama, Romance","Tom Cruise, Cuba Gooding Jr., Renée Zellweger",Cameron Crowe,"139 min / 2h 19m
",English,Won 1 Oscar. 26 wins & 41 nominations total,"Jan 25, 2023",What’s New on Netflix
60023071,Minority Report (2002),,7.6/10,https://www.netflix.com/title/60023071,,,,,,"In the late 21st century, when technology can predict crimes before they're committed, a top 'Precrime' cop is targeted for a murder charge.","Action, Crime, Mystery","Tom Cruise, Colin Farrell, Samantha Morton",Steven Spielberg,"145 min / 2h 25m
",English,Nominated for 1 Oscar. 20 wins & 91 nominations total,"Jan 25, 2023",What’s New on Netflix
60023597,Men in Black II (2002),,6.1/10,https://www.netflix.com/title/60023597,,,,,,"With aliens once again threatening Earth, Agent J will need to refresh his partner's memory and get them both ready for a high-octane mission.","Action, Adventure, Comedy","Tommy Lee Jones, Will Smith, Rip Torn",Barry Sonnenfeld,"88 min / 1h 28m
",English,4 wins & 16 nominations,"Jan 25, 2023",What’s New on Netflix
60023600,Road to Perdition (2002),,7.7/10,https://www.netflix.com/title/60023600,,,,,,"After a painful betrayal, a Depression-era enforcer goes on a remorseless quest to avenge his wife and son -- against the man he thought was family.","Crime, Drama, Thriller","Tom Hanks, Tyler Hoechlin, Rob Maxey",Sam Mendes,"117 min / 1h 57m
",English,Won 1 Oscar. 23 wins & 82 nominations total,"Jan 25, 2023",What’s New on Netflix
60023608,Austin Powers in Goldmember (2002),,6.2/10,https://www.netflix.com/title/60023608,,,,,,"The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.","Action, Adventure, Comedy","Mike Myers, Beyoncé, Seth Green",Jay Roach,"94 min / 1h 34m
",English,5 wins & 22 nominations,"Jan 25, 2023",What’s New on Netflix
60023617,Jackass: The Movie (2002),,6.6/10,https://www.netflix.com/title/60023617,,,,,,"Johnny Knoxville and his fellow pranksters wander Japan in panda outfits, wreak havoc on a golf course, perform stunts involving alligators and more.","Documentary, Action, Comedy","Johnny Knoxville, Bam Margera, Chris Pontius",Jeff Tremaine,"85 min / 1h 25m
",English,1 win & 7 nominations,"Jan 25, 2023",What’s New on Netflix
60023650,Old School (2003),,7.0/10,https://www.netflix.com/title/60023650,,,,,,"When attorney Mitch moves into a house near his old college campus after a breakup, his married buddies persuade him to host a never-ending frat party.",Comedy,"Luke Wilson, Vince Vaughn, Will Ferrell",Todd Phillips,"88 min / 1h 28m
",English,5 nominations,"Jan 25, 2023",What’s New on Netflix
